anime_id,title,type,source,episodes,duration_min,score,studio,genre,start,finish
11013,Inu x Boku SS,TV,Manga,12,24.0,7.63,David Production,"Comedy, Supernatural, Romance, Shounen",2012-01-13,2012-03-30
2104,Seto no Hanayome,TV,Manga,26,24.0,7.89,Gonzo,"Comedy, Parody, Romance, School, Shounen",2007-04-02,2007-10-01
5262,Shugo Chara!! Doki,TV,Manga,51,24.0,7.55,Satelight,"Comedy, Magic, School, Shoujo",2008-10-04,2009-09-25
721,Princess Tutu,TV,Original,38,16.0,8.21,Hal Film Maker,"Comedy, Drama, Magic, Romance, Fantasy",2002-08-16,2003-05-23
12365,Bakuman. 3rd Season,TV,Manga,25,24.0,8.67,J.C.Staff,"Comedy, Drama, Romance, Shounen",2012-10-06,2013-03-30
6586,Yume-iro Pâtissière,TV,Manga,50,24.0,8.03,"Studio Pierrot, Studio Hibari","Kids, School, Shoujo",2009-10-04,2010-09-26
178,Ultra Maniac,TV,Manga,26,24.0,7.26,Production Reed,"Magic, Comedy, Romance, School, Shoujo",2003-05-20,2003-11-11
2787,Shakugan no Shana II (Second),TV,Light novel,24,24.0,7.72,J.C.Staff,"Action, Drama, Fantasy, Romance, School, Supernatural",2007-10-05,2008-03-28
4477,Nodame Cantabile: Paris-hen,TV,Manga,11,23.0,8.24,J.C.Staff,"Music, Slice of Life, Comedy, Romance, Josei",2008-10-10,2008-12-19
853,Ouran Koukou Host Club,TV,Manga,26,23.0,8.34,Bones,"Comedy, Harem, Romance, School, Shoujo",2006-04-05,2006-09-27
4814,Junjou Romantica 2,TV,Manga,12,24.0,8.15,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",2008-10-12,2008-12-28
7054,Kaichou wa Maid-sama!,TV,Manga,26,24.0,8.2,J.C.Staff,"Comedy, Romance, School, Shoujo",2010-04-02,2010-09-24
11123,Sekaiichi Hatsukoi 2,TV,Manga,12,24.0,8.23,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",2011-10-08,2011-12-24
14227,Tonari no Kaibutsu-kun,TV,Manga,13,24.0,7.71,Brain&#039;s Base,"Slice of Life, Comedy, Romance, School, Shoujo",2012-10-02,2012-12-25
269,Bleach,TV,Manga,366,24.0,7.9,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",2004-10-05,2012-03-27
59,Chobits,TV,Manga,26,24.0,7.53,Madhouse,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",2002-04-03,2002-09-25
6045,Kimi ni Todoke,TV,Manga,25,22.0,8.13,Production I.G,"Slice of Life, Drama, Romance, School, Shoujo",2009-10-07,2010-03-31
1735,Naruto: Shippuuden,TV,Manga,500,23.0,8.18,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",2007-02-15,2017-03-23
210,Ranma ½,TV,Manga,161,24.0,7.85,Studio Deen,"Slice of Life, Comedy, Martial Arts, Fantasy",1989-04-15,1992-09-25
4224,Toradora!,TV,Light novel,25,24.0,8.39,J.C.Staff,"Slice of Life, Comedy, Romance, School",2008-10-02,2009-03-26
10030,Bakuman. 2nd Season,TV,Manga,25,24.0,8.49,J.C.Staff,"Comedy, Drama, Romance, Shounen",2011-10-01,2012-03-24
74,Gakuen Alice,TV,Manga,26,25.0,7.77,Group TAC,"Comedy, School, Shoujo, Super Power",2004-10-30,2005-05-14
4722,Skip Beat!,TV,Manga,25,24.0,8.24,Hal Film Maker,"Comedy, Drama, Romance, Shoujo",2008-10-06,2009-03-30
14397,Chihayafuru 2,TV,Manga,25,22.0,8.47,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports",2013-01-12,2013-06-29
1557,Shounen Onmyouji,TV,Light novel,26,23.0,7.68,Studio Deen,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo",2006-10-03,2007-03-13
10800,Chihayafuru,TV,Manga,25,22.0,8.29,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports",2011-10-05,2012-03-28
3731,Itazura na Kiss,TV,Manga,25,24.0,7.7,TMS Entertainment,"Comedy, Romance, Shoujo",2008-04-05,2008-09-25
9513,Beelzebub,TV,Manga,60,24.0,8.02,Pierrot Plus,"Action, Comedy, Demons, Supernatural, School, Shounen",2011-01-09,2012-03-25
5835,Hanasakeru Seishounen,TV,Manga,39,24.0,7.87,Studio Pierrot,"Drama, Romance, Shoujo",2009-04-05,2010-02-14
9863,SKET Dance,TV,Manga,77,24.0,8.33,Tatsunoko Production,"Comedy, School, Shounen",2011-04-07,2012-09-27
7817,B-gata H-kei,TV,4-koma manga,12,24.0,7.1,"Hal Film Maker, TYO Animations","Comedy, Romance, Ecchi, School, Seinen",2010-04-02,2010-06-18
966,Crayon Shin-chan,TV,Manga,0,21.0,7.73,Shin-Ei Animation,"Slice of Life, Comedy, Ecchi, School, Seinen",1992-04-13,
120,Fruits Basket,TV,Manga,26,24.0,7.77,Studio Deen,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo",2001-07-05,2001-12-27
957,Saiunkoku Monogatari,TV,Light novel,39,25.0,8.04,Madhouse,"Adventure, Fantasy, Comedy, Romance, Historical, Drama",2006-04-08,2007-02-24
21,One Piece,TV,Manga,0,24.0,8.54,Toei Animation,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",1999-10-20,
1974,Glass no Kamen (2005),TV,Manga,51,25.0,8.18,Tokyo Movie Shinsha,"Drama, Shoujo",2005-04-06,2006-03-29
857,Air Gear,TV,Manga,25,24.0,7.64,Toei Animation,"Action, Comedy, Ecchi, Shounen, Sports",2006-04-05,2006-09-27
1914,Saiunkoku Monogatari 2nd Season,TV,Light novel,39,25.0,8.16,Madhouse,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",2007-04-07,2008-03-08
249,InuYasha,TV,Manga,167,24.0,7.9,Sunrise,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",2000-10-16,2004-09-13
6645,Chu-Bra!!,TV,Manga,12,24.0,6.3,Zexcs,"Ecchi, Comedy, School, Seinen",2010-01-04,2010-03-22
5690,Nodame Cantabile Finale,TV,Manga,11,22.0,8.34,J.C.Staff,"Comedy, Josei, Music, Romance",2010-01-15,2010-03-26
1571,Ghost Hunt,TV,Novel,25,25.0,7.92,J.C.Staff,"Comedy, Horror, Mystery, Shoujo, Supernatural",2006-10-04,2007-03-28
11759,Accel World,TV,Light novel,24,24.0,7.53,Sunrise,"Action, Game, Sci-Fi, Romance, School",2012-04-07,2012-09-22
7674,Bakuman.,TV,Manga,25,24.0,8.32,J.C.Staff,"Comedy, Drama, Romance, Shounen",2010-10-02,2011-04-02
1698,Nodame Cantabile,TV,Manga,23,22.0,8.41,J.C.Staff,"Music, Slice of Life, Comedy, Drama, Romance, Josei",2007-01-12,2007-06-15
14713,Kamisama Hajimemashita,TV,Manga,13,24.0,8.14,TMS Entertainment,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",2012-10-02,2012-12-25
232,Cardcaptor Sakura,TV,Manga,70,25.0,8.21,Madhouse,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",1998-04-07,2000-03-21
233,Daa! Daa! Daa!,TV,Manga,78,25.0,7.78,J.C.Staff,"Comedy, Sci-Fi, Shoujo",2000-03-28,2002-02-26
9656,Kimi ni Todoke 2nd Season,TV,Manga,12,23.0,8.12,Production I.G,"Slice of Life, Drama, Romance, School, Shoujo",2011-01-12,2011-03-30
9926,Sekaiichi Hatsukoi,TV,Manga,12,23.0,8.07,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",2011-04-09,2011-06-25
2564,Code-E,TV,Original,12,24.0,6.49,Studio Deen,"Comedy, Romance, School, Sci-Fi, Slice of Life",2007-07-04,2007-09-19
3092,Junjou Romantica,TV,Manga,12,24.0,7.99,Studio Deen,"Comedy, Drama, Romance, Shounen Ai",2008-04-11,2008-06-27
1579,Kiniro no Corda: Primo Passo,TV,Visual novel,25,24.0,7.63,Yumeta Company,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",2006-10-02,2007-03-26
32370,D.Gray-man Hallow,TV,Manga,13,24.0,7.92,TMS Entertainment,"Action, Adventure, Super Power, Demons, Shounen",2016-07-05,2016-09-27
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,OVA,Original,1,25.0,7.4,Lerche,"Action, Mystery, Horror, Psychological",2017-01-12,2017-01-12
153,Juuni Kokuki,TV,Novel,45,25.0,8.13,Studio Pierrot,"Action, Adventure, Fantasy, Magic, Supernatural",2002-04-09,2003-08-30
27417,Diabolik Lovers OVA,OVA,Visual novel,1,11.0,6.04,"Production I.G, Zexcs","Harem, School, Vampire, Shoujo",2015-02-26,2015-02-26
33398,Neko Konogoro,TV,Manga,0,1.0,3.44,Kachidoki Studio,Comedy,2016-06-08,
1051,Ao no 6-gou,OVA,Manga,4,32.0,7.14,Gonzo,"Action, Adventure, Mecha, Military, Sci-Fi",1998-10-25,2000-03-25
12447,Ben-To Picture Drama,Special,Light novel,6,9.0,6.15,David Production,Comedy,2011-12-21,2012-05-16
1381,Seikai no Monshou Special,Special,Light novel,1,90.0,7.35,Sunrise,"Action, Military, Romance, Sci-Fi, Space",2000-04-07,2000-04-07
8022,Tegamibachi Gakuen,Special,Original,25,3.0,7.42,Studio Pierrot,Comedy,2010-01-27,2010-07-23
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,ONA,Original,1,4.0,4.32,DLE,Comedy,2016-02-10,2016-02-10
33775,Soul Buster,TV,Manga,12,13.0,5.91,Studio Pierrot,"Action, Samurai",2016-10-04,2016-12-11
14353,Death Billiards,Movie,Original,1,25.0,8.01,Madhouse,"Game, Mystery, Psychological, Drama, Thriller",2013-03-02,2013-03-02
5235,Live On Cardliver Kakeru,TV,Manga,51,23.0,6.86,TMS Entertainment,"Game, Fantasy",2008-10-05,2009-09-27
26443,Triage X,TV,Manga,10,23.0,6.41,Xebec,"Action, Adventure, Ecchi, Shounen",2015-04-09,2015-06-11
16251,Shinkai no Kantai: Submarine 707,OVA,Manga,1,46.0,5.73,"J.C.Staff, Toei Animation","Action, Adventure, Military, Sci-Fi",1997-01-10,1997-01-10
36847,Nanatsu no Bitoku,TV,Other,10,5.0,5.2,Bridge,"Ecchi, Fantasy",2018-01-27,2018-03-31
32561,Hai to Gensou no Grimgar Special,Special,Light novel,1,11.0,6.65,A-1 Pictures,Comedy,2016-03-16,2016-03-16
24275,Medamayaki no Kimi Itsu Tsubusu?,Special,Manga,4,18.0,5.92,Fanworks,"Comedy, Seinen",2014-08-05,2014-08-08
1811,Bounty Dog: Getsumen no Ibu,OVA,Original,2,29.0,5.63,Animate Film,"Action, Sci-Fi, Space",1994-10-01,1994-11-01
812,Chikyuu Shoujo Arjuna,TV,Original,13,26.0,6.95,Satelight,"Adventure, Drama, Magic, Sci-Fi",2001-01-09,2001-03-27
7791,K-On!!,TV,4-koma manga,26,24.0,8.14,Kyoto Animation,"Comedy, Music, School, Slice of Life",2010-04-07,2010-09-29
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Movie,Game,1,14.0,7.13,OLM,"Adventure, Comedy, Fantasy, Kids",2006-05-20,2006-05-20
8726,Soredemo Machi wa Mawatteiru,TV,Manga,12,24.0,7.47,Shaft,"Comedy, Slice of Life",2010-10-08,2010-12-24
15813,Majokko Shimai no Yoyo to Nene,Movie,Manga,1,100.0,7.57,ufotable,"Fantasy, Magic",2013-12-28,2013-12-28
33462,Bernard-jou Iwaku.,TV,Manga,12,3.0,6.03,Creators in Pack,"Comedy, School",2016-10-07,2016-12-23
1586,Aoi Umi no Tristia,OVA,Visual novel,2,27.0,5.81,ufotable,"Adventure, Mecha",2004-04-23,2004-07-23
20057,Space☆Dandy,TV,Original,13,24.0,7.88,Bones,"Sci-Fi, Space, Comedy",2014-01-05,2014-03-27
30347,Nanatsu no Taizai OVA,OVA,Manga,2,24.0,7.77,A-1 Pictures,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",2015-06-17,2015-08-12
18893,Aoki Hagane no Arpeggio: Ars Nova,TV,Manga,12,24.0,7.5,SANZIGEN,"Action, Sci-Fi, Seinen",2013-10-08,2013-12-24
35334,ClassicaLoid 2nd Season,TV,Original,25,24.0,6.47,Sunrise,"Music, Comedy",2017-10-07,2018-03-24
2199,Chirin no Suzu,Movie,Picture book,1,46.0,7.17,Sanrio,"Adventure, Drama, Fantasy",1978-03-11,1978-03-11
34561,Re:Creators,TV,Original,22,24.0,7.69,TROYCA,"Action, Sci-Fi, Fantasy",2017-04-08,2017-09-16
238,Rekka no Honoo,TV,Manga,42,23.0,7.42,Studio Pierrot,"Action, Adventure, Martial Arts, Shounen, Super Power",1997-07-19,1998-07-10
27989,Hibike! Euphonium,TV,Novel,13,23.0,8.02,Kyoto Animation,"Music, School, Drama",2015-04-08,2015-07-01
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,12,24.0,8.85,Bandai Namco Pictures,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",2018-01-08,2018-03-26
1200,Gun-dou Musashi,TV,Original,26,24.0,6.06,ACC Production,"Adventure, Samurai, Fantasy",2006-04-09,2006-10-08
24031,Denki-gai no Honya-san,TV,Manga,12,23.0,7.27,Shin-Ei Animation,"Comedy, Seinen, Slice of Life",2014-10-02,2014-12-18
3975,Uchi no 3 Shimai,TV,Other,141,23.0,6.66,"Toei Animation, Daewon Media","Comedy, Slice of Life",2008-04-08,2010-12-28
10935,Hourou Musuko Specials,Special,Manga,2,23.0,7.7,AIC Classic,"Drama, School",2011-08-24,2011-09-21
22273,Selector Infected WIXOSS,TV,Card game,12,24.0,7.36,J.C.Staff,"Game, Psychological",2014-04-04,2014-06-20
11769,Gokujo.: Gokurakuin Joshikou Ryou Monogatari,TV,Manga,12,6.0,6.28,LMD,"Comedy, Ecchi, School, Seinen, Shoujo Ai",2012-01-24,2012-03-27
10250,Ultra B,TV,Manga,119,10.0,6.05,Shin-Ei Animation,"Comedy, Super Power",1987-04-05,1989-03-27
15771,Saint☆Oniisan (Movie),Movie,Manga,1,89.0,7.94,A-1 Pictures,"Comedy, Seinen, Slice of Life",2013-05-10,2013-05-10
8986,Supernatural The Animation,OVA,Other,22,24.0,7.12,Madhouse,"Action, Demons, Horror, Supernatural",2011-02-23,2011-04-27
3675,Andromeda Stories,Special,Manga,1,85.0,5.97,Toei Animation,"Action, Drama, Fantasy, Sci-Fi, Space",1982-08-22,1982-08-22
33337,ACCA: 13-ku Kansatsu-ka,TV,Manga,12,24.0,7.73,Madhouse,"Mystery, Police, Drama, Fantasy, Seinen",2017-01-10,2017-03-28
34350,Alice to Zouroku,TV,Manga,12,23.0,7.2,J.C.Staff,"Adventure, Mystery, Seinen",2017-04-02,2017-06-25
36982,Micchiri Neko,TV,Web manga,13,3.0,6.84,helo.inc,"Comedy, Kids",2018-01-04,2018-03-26
534,Slayers,TV,Light novel,26,22.0,7.85,E&amp;G Films,"Adventure, Comedy, Demons, Magic, Fantasy",1995-04-07,1995-09-29
32032,Seikaisuru Kado,TV,Original,12,23.0,7.01,Toei Animation,Sci-Fi,2017-04-07,2017-06-30
30694,Dragon Ball Super,TV,Manga,131,23.0,7.78,Toei Animation,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",2015-07-05,2018-03-25
14355,Yama no Susume,TV,Manga,12,3.0,6.82,8bit,"Adventure, Slice of Life, Comedy",2013-01-03,2013-03-21
35240,Princess Principal,TV,Original,12,25.0,7.71,"Actas, Studio 3Hz","Action, Mystery, Historical",2017-07-09,2017-09-24
10197,Nyanpire The Animation,TV,Manga,12,4.0,6.78,Gonzo,"Comedy, Supernatural, Vampire",2011-07-06,2011-09-21
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,OVA,Visual novel,1,26.0,6.57,Silver Link.,Music,2013-03-27,2013-03-27
1587,Tenpou Ibun: Ayakashi Ayashi,TV,Original,25,20.0,7.0,Bones,"Supernatural, Demons, Historical",2006-10-07,2007-03-31
10588,Persona 4 the Animation,TV,Game,25,25.0,7.63,AIC A.S.T.A.,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",2011-10-07,2012-03-30
6922,Fate/stay night Movie: Unlimited Blade Works,Movie,Visual novel,1,100.0,7.53,Studio Deen,"Action, Fantasy, Magic, Supernatural",2010-01-23,2010-01-23
15211,Nazotoki-hime wa Meitantei♥,OVA,Manga,6,12.0,5.43,SynergySP,"Mystery, Shoujo",2012-08-03,2013-12-27
6702,Fairy Tail,TV,Manga,175,24.0,8.08,"Satelight, A-1 Pictures","Action, Adventure, Comedy, Magic, Fantasy, Shounen",2009-10-12,2013-03-30
34975,Marvel Future Avengers,TV,Other,26,22.0,5.09,Madhouse,"Action, Super Power, Kids",2017-07-22,2018-01-20
19841,Super Seisyun Brothers,TV,Web manga,14,4.0,6.93,AIC Plus+,"Comedy, Josei, Slice of Life",2013-09-14,2013-12-14
5199,Seto no Hanayome Fan Disc,Special,Manga,2,6.0,7.18,Gonzo,"Comedy, Parody, School",,
22225,Momo Kyun Sword,TV,Light novel,12,24.0,5.66,"Project No.9, Tri-Slash","Comedy, Ecchi, Fantasy",2014-07-09,2014-09-24
33274,Onara Gorou,TV,Original,13,3.0,5.62,ILCA,Comedy,2016-07-03,2016-09-24
146,Kono Minikuku mo Utsukushii Sekai,TV,Original,12,24.0,6.87,"Gainax, Shaft","Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",2004-04-02,2004-06-18
21267,Go! Go! 575,TV,Game,4,3.0,5.72,"C2C, Lay-duce",Slice of Life,2014-01-10,2014-01-31
1483,Master Keaton,TV,Manga,24,23.0,7.7,Madhouse,"Adventure, Mystery",1998-10-06,1999-03-29
1640,Angel&#039;s Feather,OVA,Visual novel,2,30.0,5.58,Venet,"Sci-Fi, Supernatural, Drama, Romance, Fantasy, Shounen Ai",2006-04-28,2006-05-26
35314,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",OVA,Manga,1,23.0,6.9,Silver Link.,"Action, School, Shounen",2017-11-25,2017-11-25
7082,Shugo Chara! Party!,TV,Manga,25,21.0,6.71,Satelight,"Comedy, Magic, School, Shoujo",2009-10-03,2010-03-27
35952,Devilman Memorial,OVA,Manga,1,59.0,5.97,Toei Animation,"Action, Horror, Demons, Supernatural",,
10521,Working&#039;!!,TV,4-koma manga,13,24.0,7.96,A-1 Pictures,"Slice of Life, Comedy, Romance",2011-10-01,2011-12-24
3335,Haikara-san ga Tooru,TV,Manga,42,24.0,7.37,Nippon Animation,"Slice of Life, Romance, Historical, Drama, Shoujo",1978-06-03,1979-03-31
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Special,Manga,1,40.0,6.84,Studio Pierrot,"Action, Adventure, Comedy, Shounen, Super Power",2003-12-20,2003-12-20
2520,Dragon Ball Specials,Special,Manga,2,12.0,6.91,Toei Animation,"Fantasy, Comedy, Super Power, Shounen",1988-06-08,1988-06-08
4130,Petit Eva: Evangelion@School,ONA,Original,24,3.0,5.91,"Xebec, Kanaban Graphics","Comedy, Parody, School",2007-03-20,2009-03-11
27727,Binan Koukou Chikyuu Boueibu LOVE!,TV,Original,12,24.0,7.05,Diomedea,"Slice of Life, Comedy, Parody, Magic, School",2015-01-07,2015-03-25
2617,Ghiblies,Special,Original,2,18.0,6.57,Studio Ghibli,Comedy,2000-04-08,2002-07-19
33094,WWW.Working!!,TV,Web manga,13,23.0,7.55,A-1 Pictures,"Slice of Life, Comedy",2016-10-01,2016-12-24
209,R.O.D the TV,TV,Light novel,26,25.0,7.61,J.C.Staff,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",2003-09-01,2004-03-16
33358,Mahou no Star Magical Emi: Finale! Finale!,OVA,Original,1,17.0,6.06,Studio Pierrot,"Comedy, Magic, Shoujo",1986-05-25,1986-05-25
30721,Hacka Doll The Animation,TV,Other,13,7.0,6.51,Creators in Pack,"Comedy, Sci-Fi",2015-10-02,2015-12-25
28369,Dr. Slump: Arale-chan Specials,Special,Manga,2,24.0,6.36,Toei Animation,"Sci-Fi, Comedy, Shounen",1981-10-07,1981-10-07
9509,Yami no Purple Eye,Music,Manga,1,31.0,5.0,Toei Animation,"Psychological, Supernatural, Music, Horror, Mystery, Shoujo",,
3844,Apache Yakyuugun,TV,Manga,26,25.0,6.07,Toei Animation,"Action, Sports, School",1971-10-06,1972-03-29
31699,Good Morning!!! Doronjo,TV,Original,243,1.0,5.7,Oddjob,"Comedy, Parody",2015-03-30,2016-03-25
7593,Kiss x Sis (TV),TV,Manga,12,24.0,6.97,feel.,"Harem, Comedy, Romance, Ecchi, School, Seinen",2010-04-05,2010-06-21
30450,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,Special,Manga,1,24.0,6.03,Toei Animation,"Comedy, Sci-Fi, Shounen",1999-09-15,1999-09-15
35139,Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,ONA,Original,1,0.9166666666666666,5.36,"Shin-Ei Animation, DLE",Comedy,2017-03-17,2017-03-17
22,Tennis no Ouji-sama,TV,Manga,178,22.0,8.01,Trans Arts,"Action, Comedy, Sports, School, Shounen",2001-10-10,2005-03-23
1016,Gunnm,OVA,Manga,2,30.0,7.22,Madhouse,"Drama, Mecha, Sci-Fi, Shounen",1993-06-21,1993-08-21
2051,Akai Kiba: Blue Sonnet,OVA,Manga,5,29.0,6.09,Tatsunoko Production,"Action, Drama, Sci-Fi, Shoujo, Super Power",1989-07-16,1990-06-25
34943,T7S Longing for Summer Again and Again: Harukaze,Music,Game,1,10.0,6.47,Chiptune,"Music, School",2017-04-19,2017-04-19
34430,Detective Conan Movie 21: The Crimson Love Letter,Movie,Manga,1,111.0,7.89,TMS Entertainment,"Action, Mystery, Historical, Police, Drama, Romance",2017-04-15,2017-04-15
31972,Tang Lang Bu Chan,Movie,Other,1,5.0,5.75,Shanghai Animation Film Studio,Historical,,
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,TV,4-koma manga,13,3.0,7.51,Seven,"Slice of Life, Comedy, Romance, Seinen",2014-10-03,2014-12-26
2762,Igano Kabamaru,TV,Manga,24,23.0,8.07,Group TAC,"Action, Adventure, Comedy, Romance, School, Shounen",1983-10-20,1984-03-29
32792,Mobile Suit Gundam Unicorn RE:0096,TV,Novel,22,23.0,7.56,Sunrise,"Action, Drama, Mecha, Military, Sci-Fi, Space",2016-04-03,2016-09-11
15809,Hataraku Maou-sama!,TV,Light novel,13,24.0,7.98,White Fox,"Comedy, Demons, Supernatural, Romance, Fantasy",2013-04-04,2013-06-27
3627,D.C.II S.S.: Da Capo II Second Season,TV,Visual novel,13,24.0,7.33,feel.,"Fantasy, Comedy, Harem, Romance, Drama",2008-04-06,2008-06-29
33126,Kurogane no Linebarrels Picture Drama,Special,Manga,9,5.0,5.95,Gonzo,Mecha,2009-12-14,2009-08-26
2205,Bakuretsu Tenshi: Infinity,OVA,Original,1,27.0,6.88,Gonzo,"Action, Comedy, Mecha, Sci-Fi, Shounen",2007-03-23,2007-03-23
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,Special,Manga,1,12.0,7.49,"Satelight, A-1 Pictures","Fantasy, Magic, Shounen",2013-02-15,2013-02-15
1151,Dominion,OVA,Manga,4,36.0,7.03,Agent 21,"Sci-Fi, Comedy, Police, Mecha",1988-05-27,1989-08-11
2025,Darker than Black: Kuro no Keiyakusha,TV,Original,25,24.0,8.21,Bones,"Action, Sci-Fi, Mystery, Super Power",2007-04-06,2007-09-28
15125,Teekyuu,TV,Manga,12,2.0,6.71,MAPPA,"Comedy, School, Shounen, Sports",2012-10-07,2012-12-23
7193,Aoi Bungaku Series,TV,Novel,12,22.0,7.84,Madhouse,"Psychological, Historical, Thriller, Drama, Seinen",2009-10-11,2009-12-27
13585,Natsuyuki Rendezvous,TV,Manga,11,24.0,7.34,Doga Kobo,"Supernatural, Drama, Romance, Josei",2012-07-06,2012-09-14
1969,Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,Movie,Original,1,100.0,7.3,Sunrise,"Military, Sci-Fi, Space, Drama, Mecha",2006-03-04,2006-03-04
3813,Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,OVA,Light novel,1,70.0,6.09,Studio Pierrot,"Fantasy, Mystery, Romance, Shoujo",1991-12-14,1991-12-14
8518,Mai-Otome Special: Otome no Inori,Special,Original,1,5.0,6.51,Sunrise,"School, Slice of Life",2010-03-26,2010-03-26
808,Bakuretsu Hunters OVA,OVA,Manga,3,28.0,6.66,"Xebec, Production Reed","Action, Adventure, Harem, Comedy, Super Power, Magic, Romance, Ecchi, Fantasy, Shounen",1996-12-21,1997-04-23
6890,Ontama!,ONA,Manga,5,11.0,6.9,Encourage Films,"Slice of Life, Magic, Comedy, Seinen",2009-08-07,2009-11-06
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),TV,Light novel,12,24.0,7.93,Lerche,"Drama, Psychological, School, Slice of Life",2017-07-12,2017-09-27
37150,Douluo Dalu,ONA,Novel,26,20.0,7.68,Sparkly Key Animation Studio,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",2018-01-20,
4250,Kore ga UFO da! Soratobu Enban,Movie,Original,1,15.0,4.85,Toei Animation,"Sci-Fi, Space",1975-03-21,1975-03-21
9074,Arakawa Under the Bridge x Bridge,TV,Manga,13,23.0,7.82,Shaft,"Comedy, Romance, Seinen",2010-10-04,2010-12-27
1379,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,Movie,Light novel,1,29.0,7.85,A.C.G.T.,"Adventure, Drama, Fantasy",2005-02-19,2005-02-19
15819,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,OVA,Manga,2,27.0,7.1,Toei Animation,"Mystery, Shounen",2012-12-17,2013-03-15
25441,Shin Strange+ Special,Special,Manga,1,0.0,6.01,Seven,"Slice of Life, Comedy, Josei",2014-10-19,2014-10-19
2476,School Days,TV,Visual novel,12,25.0,6.02,TNK,"Harem, Drama, Romance, School",2007-07-04,2007-09-27
19871,Gaist Crusher,TV,Game,51,20.0,5.91,Studio Pierrot,"Action, Fantasy, Supernatural",2013-10-02,2014-10-01
18,Initial D Fourth Stage,TV,Manga,24,27.0,8.24,A.C.G.T.,"Action, Cars, Sports, Drama, Seinen",2004-04-17,2006-02-18
5060,Hetalia Axis Powers,ONA,Web manga,52,5.0,7.68,Studio Deen,"Comedy, Historical, Parody",2009-01-24,2010-03-05
5322,Mugen Kouro,ONA,Game,4,2.0,5.13,"Gonzo, Production I.G","Action, Sci-Fi, Space",2008-10-09,2009-05-29
546,Wind: A Breath of Heart (TV),TV,Visual novel,13,12.0,6.08,Radix,"Drama, Romance, School, Supernatural",2004-06-30,2004-09-22
33915,Kitty-chan wo Sagase! Toyama-shi Stamp Rally,ONA,Other,1,2.0,4.42,DLE,Comedy,2016-07-20,2016-07-20
10244,Ultra B: Black Hole kara no Dokusaisha BB!!,Movie,Manga,1,20.0,5.8,Shin-Ei Animation,"Adventure, Comedy",1988-03-12,1988-03-12
34644,Brave Witches: Petersburg Daisenryaku,Special,Original,1,25.0,7.0,Silver Link.,"Action, Military, Sci-Fi, Magic, Ecchi",2017-05-13,2017-05-13
6653,Ginga Tetsudou 999: Glass no Clair,Movie,Manga,1,15.0,6.68,Toei Animation,"Drama, Sci-Fi, Space",1980-03-15,1980-03-15
2618,Takarajima,TV,Novel,26,24.0,8.09,"Madhouse, TMS Entertainment","Adventure, Mystery, Historical, Drama",1978-10-08,1979-04-01
