anime_id,title,type,source,episodes,duration_min,score,studio,genre,start,finish
552,Digimon Adventure,TV,Original,54,24.0,7.88,Toei Animation,"Action, Adventure, Comedy, Fantasy, Kids",1999-03-07,2000-03-26
101,Air,TV,Visual novel,12,24.0,7.42,Kyoto Animation,"Slice of Life, Supernatural, Drama, Romance",2005-01-07,2005-03-25
34525,Centaur no Nayami,TV,Manga,12,23.0,6.57,Haoliners Animation League,"Comedy, Fantasy, Seinen, Slice of Life",2017-07-09,2017-09-24
1509,Mamotte! Lollipop,TV,Manga,13,25.0,6.92,Studio Comet,"Adventure, Comedy, Magic, Romance, Shoujo",2006-07-02,2006-09-24
11739,Kimi to Boku. 2,TV,Manga,13,24.0,8.07,J.C.Staff,"Comedy, Drama, Romance, School, Shounen, Slice of Life",2012-04-03,2012-06-26
4013,Paul no Miracle Daisakusen,TV,Original,50,25.0,6.59,Tatsunoko Production,"Action, Adventure, Kids",1976-10-03,1977-09-11
30240,Prison School,TV,Manga,12,24.0,7.91,J.C.Staff,"Comedy, Ecchi, Romance, School, Seinen",2015-07-11,2015-09-26
6932,Kemono to Chat,OVA,4-koma manga,1,28.0,6.19,Indeprox,Comedy,2009-10-23,2009-10-23
27687,Oshiri Kajiri Mushi (TV) 3rd Season,TV,Music,10,5.0,5.41,Kinema Citrus,"Comedy, Kids",2014-10-06,2014-12-08
35255,Soutai Sekai,ONA,Original,2,16.0,6.11,Craftar,Sci-Fi,2017-04-28,2017-05-05
1278,Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,Special,Manga,1,15.0,7.36,Toei Animation,"Comedy, Magic, Romance, Shoujo",1995-12-23,1995-12-23
404,Bastard!!: Ankoku no Hakaishin,OVA,Manga,6,26.0,6.87,AIC,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen",1992-08-25,1993-06-25
10361,Macross F: Choujikuu Gekijou,OVA,Original,1,2.0,6.59,Satelight,"Comedy, Slice of Life",2011-02-03,2011-02-03
31821,Arslan Senki (TV): Fuujin Ranbu,TV,Manga,8,24.0,7.62,LIDENFILMS,"Action, Adventure, Historical, Supernatural, Drama, Fantasy, Shounen",2016-07-03,2016-08-21
4752,Vampire Knight: Guilty,TV,Manga,13,24.0,7.45,Studio Deen,"Mystery, Supernatural, Drama, Romance, Vampire, Shoujo",2008-10-07,2009-12-30
80,Mobile Suit Gundam,TV,Original,43,25.0,7.87,Sunrise,"Action, Space, Mecha, Military, Sci-Fi",1979-04-07,1980-01-26
3501,Wellber no Monogatari: Sisters of Wellber Zwei,TV,Original,13,20.0,6.94,Production I.G,"Adventure, Fantasy, Historical, Romance",2008-01-02,2008-03-26
2452,Space Adventure Cobra,Movie,Manga,1,99.0,7.18,TMS Entertainment,"Action, Adventure, Sci-Fi, Space",1982-07-03,1982-07-03
111,Corrector Yui,TV,Original,52,25.0,6.9,Nippon Animation,"Sci-Fi, Adventure, Comedy, Magic",1999-04-09,2000-10-20
33433,Shuumatsu no Izetta,TV,Original,12,25.0,6.84,Ajia-Do,"Action, Historical, Military",2016-10-01,2016-12-17
11741,Fate/Zero 2nd Season,TV,Novel,12,24.0,8.66,ufotable,"Action, Supernatural, Magic, Fantasy",2012-04-08,2012-06-24
10075,Naruto x UT,OVA,Manga,1,6.0,7.53,Studio Pierrot,"Action, Comedy, Super Power, Martial Arts, Shounen",2010-01-01,2010-01-01
32875,Shokupan Mimi Specials,Special,4-koma manga,4,0.5,5.5,Kachidoki Studio,Comedy,2011-10-07,2011-10-07
32502,BlazBlue: Alter Memory Specials,Special,Game,6,16.0,6.41,"Hoods Entertainment, teamKG",Comedy,2013-12-25,2014-05-28
22663,Seiken Tsukai no World Break,TV,Light novel,12,24.0,7.15,Diomedea,"Action, Fantasy, Harem, Romance, School, Supernatural",2015-01-12,2015-03-30
951,Chibi Maruko-chan,TV,Manga,142,23.0,7.79,Nippon Animation,"Comedy, Slice of Life, Shoujo",1990-01-07,1992-09-27
36760,Detective Conan: The Magician of Starlight,Movie,Manga,1,25.0,6.94,D &amp; D Pictures,Space,,
1713,Submarine Super 99,TV,Manga,13,24.0,6.41,Vega Entertainment,"Action, Military, Sci-Fi, Adventure, Shounen",2003-05-08,2003-07-31
4513,Hakujaden,Movie,Other,1,78.0,6.23,Toei Animation,"Adventure, Fantasy, Historical, Romance",1958-10-22,1958-10-22
35079,Kino no Tabi: The Beautiful World - The Animated Series,TV,Light novel,12,23.0,7.61,Lerche,"Action, Adventure, Slice of Life",2017-10-06,2017-12-22
2598,Juusenki L-Gaim,TV,Original,54,24.0,6.91,Sunrise,"Action, Sci-Fi, Adventure, Space, Drama, Mecha, Shounen",1984-02-04,1985-02-23
2583,Soukou Kihei Votoms: The Last Red Shoulder,OVA,Original,1,54.0,7.26,Sunrise,"Action, Drama, Mecha, Military, Sci-Fi",1985-08-21,1985-08-21
1293,Urusei Yatsura,TV,Manga,195,25.0,7.75,"Studio Pierrot, Studio Deen","Action, Sci-Fi, Adventure, Comedy, Drama, Romance",1981-10-14,1986-03-19
9645,Be-Bop Highschool,OVA,Manga,7,50.0,7.34,Toei Animation,"Comedy, School, Seinen",1990-01-26,1998-10-09
28387,Joukamachi no Dandelion,TV,4-koma manga,12,24.0,7.31,Production IMS,"Slice of Life, Comedy, Super Power, Seinen",2015-07-03,2015-09-18
7661,Giant Killing,TV,Manga,26,24.0,7.66,Studio Deen,"Sports, Drama, Seinen",2010-04-04,2010-09-26
3223,Kiddy Grade: Truth Dawn,Movie,Original,1,90.0,7.25,"Gonzo, Asread","Action, Mecha, Sci-Fi, Super Power",2007-09-01,2007-09-01
19685,Kanojo ga Flag wo Oraretara,TV,Light novel,13,24.0,6.57,Hoods Entertainment,"Comedy, Harem, Romance, School",2014-04-07,2014-06-30
9455,Ninpen Manmaru,TV,Manga,30,24.0,6.37,Shin-Ei Animation,"Comedy, Samurai, Shounen",1997-07-05,1998-03-28
32634,Okusama ga Seitokaichou!: Okusama Gekijou,Special,Manga,12,0.85,7.09,Seven,"Comedy, Shounen",2015-08-21,2015-09-25
3468,Maria-sama ga Miteru Specials,Special,Light novel,7,1.0,7.51,Studio Deen,"Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life",2004-04-04,2004-10-23
1136,Betterman,TV,Original,26,24.0,6.7,Sunrise,"Action, Adventure, Psychological, Comedy, Mecha, Drama, Horror, Mystery, Sci-Fi",1999-04-02,1999-10-01
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,Special,Light novel,1,23.0,7.06,A-1 Pictures,"Harem, Comedy, Romance, Ecchi",2015-01-09,2015-01-09
35235,Hitorigurashi no Shougakusei,ONA,4-koma manga,10,3.0,6.53,Signal. MD,"Slice of Life, Comedy",2017-10-10,2017-12-12
16928,Hiiro no Kakera: Totsugeki! Tonari no Ikemenzu,OVA,Visual novel,1,11.0,6.84,Studio Deen,"Comedy, Fantasy, Shoujo",2013-03-28,2013-03-28
34934,Koi to Uso,TV,Manga,12,24.0,6.81,LIDENFILMS,"Drama, Romance, School",2017-07-04,2017-09-19
25805,Pokemon the Movie XY: Ring no Choumajin Hoopa,Movie,Game,1,78.0,6.78,OLM,"Adventure, Kids, Fantasy",2015-07-18,2015-07-18
1827,Seirei no Moribito,TV,Novel,26,25.0,8.21,Production I.G,"Action, Adventure, Historical, Fantasy",2007-04-07,2007-09-29
6736,Mouryou no Hako Special,Special,Novel,1,16.0,6.73,Madhouse,"Mystery, Seinen, Supernatural, Thriller",2009-05-22,2009-05-22
920,Nurse Witch Komugi-chan Magikarte Special,Special,Original,1,27.0,6.55,"Kyoto Animation, Tatsunoko Production","Comedy, Magic, Parody",2003-06-06,2003-06-06
6624,Kara no Kyoukai Remix: Gate of Seventh Heaven,Movie,Light novel,1,61.0,7.69,ufotable,"Action, Mystery, Romance, Super Power, Thriller",2009-03-14,2009-03-14
23877,Gondora,Movie,Original,1,1.0,4.04,Studio 4°C,Dementia,1997-12-05,1997-12-05
15061,Aikatsu!,TV,Original,178,24.0,7.44,"Sunrise, Bandai Namco Pictures","Music, School, Shoujo, Slice of Life",2012-10-08,2016-03-31
14941,AKB0048: Next Stage,TV,Original,13,23.0,7.78,Satelight,"Music, Sci-Fi",2013-01-06,2013-03-31
32827,B: The Beginning,ONA,Original,12,23.0,7.66,Production I.G,"Action, Mystery, Police, Psychological, Supernatural, Thriller",2018-03-02,2018-03-02
36593,Hug tto! Precure,TV,Original,0,24.0,7.36,Toei Animation,"Action, Fantasy, Magic, Shoujo",2018-02-04,
2579,Anime 80-nichikan Sekai Isshuu,TV,Novel,26,25.0,6.85,Nippon Animation,"Adventure, Historical, Kids, Romance",1984-01-08,1984-07-15
631,Mahoromatic Summer Special,Special,Manga,1,23.0,7.22,"Gainax, Shaft","Ecchi, Romance, Comedy, Sci-Fi",2003-08-15,2003-08-15
1391,Future GPX Cyber Formula,TV,Original,37,24.0,7.49,Sunrise,"Adventure, Sci-Fi, Shounen, Sports",1991-03-15,1991-12-20
34032,King of Prism: Pride the Hero,Movie,Original,1,0.0,6.99,Tatsunoko Production,"Music, Sports, Shoujo",2017-06-10,2017-06-10
3863,Sweet Valerian Specials,Special,Original,8,4.0,5.84,Madhouse,"Comedy, Magic, Shoujo",2005-06-22,2005-09-28
32830,Chou Shounen Tanteidan Neo,TV,Novel,13,4.0,5.18,DLE,Mystery,2017-01-02,2017-03-27
15313,Wooser no Sono Higurashi,TV,Web manga,12,4.0,6.31,SANZIGEN,"Slice of Life, Comedy, Fantasy",2012-10-03,2012-12-19
25731,Cross Ange: Tenshi to Ryuu no Rondo,TV,Original,25,23.0,7.48,Sunrise,"Action, Sci-Fi, Mecha",2014-10-05,2015-03-29
3625,Battle Royal High School,OVA,Manga,1,59.0,5.7,AIC,"Action, Horror, Super Power, Demons, Supernatural, Martial Arts",1987-12-10,1987-12-10
773,Tenamonya Voyagers,OVA,Original,4,30.0,6.28,Studio Pierrot,"Ecchi, Adventure, Comedy, Mecha, Sci-Fi",1999-06-25,1999-12-18
31884,Mahoutsukai Precure!,TV,Original,50,24.0,7.12,Toei Animation,"Action, Slice of Life, Magic, Fantasy, School, Shoujo",2016-02-07,2017-01-29
24439,Kekkai Sensen,TV,Manga,12,26.0,7.73,Bones,"Action, Comedy, Super Power, Supernatural, Vampire, Fantasy, Shounen",2015-04-05,2015-10-04
1564,Pokemon Advanced Generation,TV,Game,192,24.0,7.19,OLM,"Action, Adventure, Comedy, Kids, Fantasy",2002-11-21,2006-09-14
30246,Space☆Dandy 2nd Season Picture Drama,Special,Original,3,6.0,6.34,Bones,"Comedy, Sci-Fi, Space",2014-11-21,2015-01-28
908,Fullmetal Alchemist: Premium Collection,OVA,Manga,3,7.0,7.42,Bones,"Fantasy, Comedy, Shounen",2006-03-29,2006-03-29
5832,Tiger Mask Nisei,TV,Manga,33,24.0,7.43,Toei Animation,"Action, Sports, Drama",1981-04-20,1982-01-18
33,Kenpuu Denki Berserk,TV,Manga,25,25.0,8.45,OLM,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",1997-10-08,1998-04-01
4639,Gosenzo-sama Banbanzai!,OVA,Original,6,30.0,7.36,Studio Pierrot,"Sci-Fi, Comedy, Psychological, Drama",1989-08-05,1990-01-25
595,X OVA,OVA,Manga,1,22.0,6.92,Madhouse,"Mystery, Supernatural, Drama, Romance, Fantasy",2001-08-25,2001-08-25
9107,Pokemon Best Wishes!,TV,Game,84,22.0,6.63,OLM,"Action, Adventure, Comedy, Fantasy, Kids",2010-09-23,2012-06-14
299,.hack//Liminality,OVA,Original,4,33.0,6.69,Bee Train,"Game, Mystery, Sci-Fi",2002-06-20,2003-04-10
24701,Mushishi Zoku Shou 2nd Season,TV,Manga,10,23.0,8.83,Artland,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",2014-10-19,2014-12-21
21305,Trick or Alice,OVA,Visual novel,0,30.0,7.02,An DerCen,Fantasy,2016-12-22,
1662,Space Fantasia 2001 Nights,OVA,Manga,1,57.0,6.44,TMS Entertainment,"Drama, Sci-Fi, Seinen, Space",1987-06-21,1987-06-21
17827,Daitoshokan no Hitsujikai,TV,Visual novel,12,23.0,7.04,Hoods Entertainment,"Harem, Romance, School",2014-10-09,2014-12-25
30291,Mini Hama: Minimum Hamatora,TV,Original,8,5.0,6.46,Lerche,"Comedy, Mystery, School, Shounen, Super Power",2015-11-02,2015-12-21
371,Cardcaptor Sakura Movie 1,Movie,Manga,1,81.0,7.72,Madhouse,"Comedy, Drama, Fantasy, Magic, Shoujo",1999-08-21,1999-08-21
29223,Aldnoah.Zero Extra Archives,Special,Original,1,48.0,6.91,"A-1 Pictures, TROYCA","Action, Sci-Fi, Mecha",2015-01-04,2015-01-04
11531,UN-GO: Inga-ron,Movie,Novel,1,48.0,7.7,Bones,"Mystery, Supernatural",2011-11-19,2011-11-19
6064,Higurashi no Naku Koro ni Kai Specials,Special,Visual novel,24,1.0,7.43,Studio Deen,"Comedy, Parody",2007-09-21,2008-08-22
8115,Uchuu Show e Youkoso,Movie,Original,1,136.0,7.46,A-1 Pictures,"Adventure, Space, Fantasy",2010-02-18,2010-02-18
5507,Senjou no Valkyria,TV,Game,26,24.0,7.71,A-1 Pictures,"Action, Military, Romance",2009-04-05,2009-09-27
17265,Log Horizon,TV,Novel,25,25.0,8.09,Satelight,"Action, Game, Adventure, Magic, Fantasy",2013-10-05,2014-03-22
35639,Just Because!,TV,Original,12,23.0,7.41,Pine Jam,"Slice of Life, Drama, Romance, School",2017-10-05,2017-12-28
7375,Shakugan no Shana S Specials,Special,Light novel,4,7.0,6.99,J.C.Staff,"Comedy, Parody",2009-10-23,2010-09-29
3787,The Choujo,OVA,Manga,1,48.0,6.13,Studio Pierrot,"Comedy, Sci-Fi, Super Power",1986-06-05,1986-06-05
3754,Tongari Boushi no Memole,TV,Original,50,30.0,7.04,Toei Animation,"Fantasy, Magic, Shoujo",1984-03-03,1985-03-03
30923,Colorful Ninja Iromaki,Movie,Original,1,24.0,5.9,Signal. MD,Fantasy,2016-03-19,2016-03-19
373,Bannou Bunka Neko-Musume,OVA,Manga,6,28.0,6.76,"Studio Fantasia, Animate Film","Sci-Fi, Adventure, Comedy, Mecha, Seinen",1992-10-21,1994-05-25
5658,Great Mazinger,TV,Manga,56,25.0,7.29,Toei Animation,"Action, Mecha, Sci-Fi, Shounen",1974-09-08,1975-09-26
6023,Nogizaka Haruka no Himitsu: Purezza,TV,Light novel,12,24.0,7.27,Diomedea,"Comedy, Ecchi, Romance",2009-10-06,2009-12-22
1170,Slayers Special,OVA,Light novel,3,29.0,7.45,J.C.Staff,"Adventure, Comedy, Supernatural, Magic, Fantasy, Shounen",1996-07-25,1997-05-25
21189,"Wake Up, Girls! Shichinin no Idol",Movie,Original,1,52.0,7.22,"Tatsunoko Production, Ordet","Drama, Music",2014-01-10,2014-01-10
36861,Itazura Majo to Nemuranai Machi,ONA,Original,1,40.0,6.17,SANZIGEN,"Action, Police, Magic, Fantasy",2017-12-01,2017-12-01
1694,iDOLM@STER Xenoglossia,TV,Original,26,23.0,6.63,Sunrise,"Action, Comedy, Mecha, Sci-Fi",2007-04-03,2007-09-25
1862,Strike Witches OVA,OVA,Original,1,8.0,6.31,Gonzo,"Action, Military, Sci-Fi, Magic, Ecchi",2007-01-01,2007-01-01
36009,Two Car,TV,Original,12,23.0,5.7,Silver Link.,Sports,2017-10-08,2017-12-24
223,Dragon Ball,TV,Manga,153,24.0,8.15,Toei Animation,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",1986-02-26,1989-04-12
169,Shingetsutan Tsukihime,TV,Visual novel,12,24.0,7.04,J.C.Staff,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",2003-10-10,2003-12-26
270,Hellsing,TV,Manga,13,23.0,7.6,Gonzo,"Action, Horror, Supernatural, Vampire, Seinen",2001-10-11,2002-01-17
2385,One Piece: Jango no Dance Carnival,Movie,Manga,1,6.0,7.29,Toei Animation,"Comedy, Fantasy, Shounen",2001-03-03,2001-03-03
1095,Kidou Keisatsu Patlabor the Movie,Movie,Original,1,99.0,7.57,"Production I.G, Studio Deen","Military, Police, Drama, Mecha",1989-07-15,1989-07-15
30988,Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,OVA,4-koma manga,2,24.0,7.1,feel.,"Slice of Life, Comedy, Seinen",2015-03-23,2016-06-22
2756,Cheonnyeon-yeowoo Yeowoobi,Movie,Original,1,85.0,7.37,Sunwoo Entertainment,"Sci-Fi, Drama, Fantasy",2007-01-25,2007-01-25
9445,Gunparade Orchestra OVA,OVA,Game,3,30.0,5.98,Brain&#039;s Base,Mecha,2006-01-12,2006-07-20
3355,Fortune Dogs,TV,Original,39,25.0,6.56,Vega Entertainment,Adventure,2002-07-04,2003-03-29
16363,Vanquished Queens,OVA,Other,4,24.0,6.18,Arms,"Action, Adventure, Ecchi, Fantasy",2013-03-29,2014-09-30
3280,Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,Special,Manga,1,72.0,6.54,Toei Animation,"Action, Comedy, Sports, Shounen",1984-07-04,1984-07-04
34383,Netsuzou TRap,TV,Manga,12,9.0,5.52,Creators in Pack,"Drama, Romance, Shoujo Ai",2017-07-05,2017-09-20
34675,Chou Yuu Sekai: Being the Reality,ONA,Web manga,20,13.0,6.48,"Asahi Production, Success Co.","Action, Game, Adventure, Romance, Fantasy",2017-01-12,2017-06-08
5671,Saki,TV,Manga,25,24.0,7.55,"Gonzo, Picture Magic","Game, School, Slice of Life",2009-04-06,2009-09-28
30893,Deban Desu Yo! Onigirizu,TV,Original,6,5.0,4.36,Production Reed,Comedy,2015-06-01,2015-10-31
16678,Pokemon: Pikachu to Eievui Friends,Movie,Game,1,21.0,7.0,OLM,"Adventure, Comedy, Fantasy, Kids",2013-07-13,2013-07-13
17901,All Alone With You,Music,Music,1,5.0,7.3,8bit,"Fantasy, Music",2013-03-06,2013-03-06
1112,Vandread: Taidou-hen,OVA,Original,1,78.0,6.88,Gonzo,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",2001-01-21,2001-01-21
9741,Nana to Kaoru,OVA,Manga,1,24.0,5.73,AIC Plus+,"Comedy, Ecchi, Romance, Seinen",2011-03-29,2011-03-29
21339,Psycho-Pass Movie,Movie,Original,1,113.0,7.87,Production I.G,"Action, Military, Police, Sci-Fi",2015-01-09,2015-01-09
32276,Nar Doma Manner Movie,Movie,Web manga,1,0.0,4.0,Kachidoki Studio,Comedy,2015-11-01,2015-11-01
4132,Wakakusa no Yon Shimai,TV,Novel,26,23.0,6.6,Toei Animation,"Slice of Life, Historical, Drama",1981-04-07,1981-09-29
8023,Toaru Kagaku no Railgun: Motto Marutto Railgun,Special,Manga,2,8.0,6.94,J.C.Staff,Comedy,2010-01-29,2010-05-28
25857,PriPara Movie: Mi~nna Atsumare! Prism☆Tours,Movie,Game,1,90.0,6.68,Tatsunoko Production,"Music, Shoujo",2015-03-07,2015-03-07
36943,Tachibanakan Triangle,TV,Manga,12,3.0,5.4,"Creators in Pack, Studio Lings","Comedy, Ecchi, Shoujo Ai",2018-04-04,
36169,World&#039;s End Umbrella,Music,Music,1,5.0,6.16,Minakata Laboratory,Music,2010-02-07,2010-02-07
2409,Gokudou-kun Manyuuki,TV,Light novel,26,23.0,7.59,Trans Arts,"Adventure, Comedy, Fantasy, Magic",1999-04-02,1999-09-24
4450,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,Special,Manga,11,3.0,6.67,Gonzo,"Adventure, Comedy, Demons, Historical, Supernatural",2004-05-28,2005-03-25
36175,Diary,Music,Original,1,5.0,5.77,Minakata Laboratory,Music,2015-07-23,2015-07-23
24703,High School DxD BorN,TV,Light novel,12,24.0,7.68,TNK,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",2015-04-04,2015-06-20
17121,Dareka no Manazashi,Movie,Original,1,6.0,7.5,CoMix Wave Films,"Drama, Slice of Life",2013-02-10,2013-02-10
154,Shaman King,TV,Manga,64,23.0,7.83,Xebec,"Action, Adventure, Comedy, Supernatural, Drama, Shounen",2001-07-04,2002-09-25
5895,Tistou Midori no Oyayubi,Movie,Original,1,74.0,6.9,Production I.G,"Historical, Magic",1990-03-24,1990-03-24
31578,JK Meshi!,TV,Original,26,3.0,4.64,"Kyotoma, Office Nobu",Comedy,2015-10-06,2016-03-29
7307,Gegege no Kitarou (1985),TV,Manga,108,25.0,6.77,Toei Animation,"Comedy, Supernatural",1985-10-12,1988-02-06
28683,One Piece: Episode of Alabasta - Prologue,OVA,Manga,1,15.0,7.4,Toei Animation,"Action, Adventure, Fantasy, Shounen",2007-03-03,2007-03-03
2501,Papuwa,TV,Manga,26,25.0,6.99,Nippon Animation,"Adventure, Comedy",2003-09-30,2004-03-30
15225,Hentai Ouji to Warawanai Neko.,TV,Light novel,12,24.0,7.39,J.C.Staff,"Harem, Comedy, Supernatural, Romance, School",2013-04-13,2013-06-29
35222,Gakuen Babysitters,TV,Manga,12,23.0,7.91,Brain&#039;s Base,"Comedy, School, Shoujo, Slice of Life",2018-01-07,2018-03-25
21241,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,ONA,Light novel,5,8.0,6.61,Kyoto Animation,Comedy,2013-11-18,2014-07-02
561,Sakura Taisen,TV,Game,25,20.0,6.97,Madhouse,"Adventure, Mecha, Sci-Fi, Shounen",2000-04-08,2000-09-23
36797,gdMen,TV,Original,12,8.0,6.08,Strawberry Meets Pictures,"Comedy, Fantasy",2018-01-09,2018-03-27
12599,Ijime: Ikenie no Kyoushitsu,OVA,Manga,1,14.0,5.31,SynergySP,"Drama, Shoujo",2012-02-03,2012-02-03
31251,Mobile Suit Gundam: Iron-Blooded Orphans,TV,Original,25,24.0,8.0,Sunrise,"Action, Drama, Mecha, Sci-Fi, Space",2015-10-04,2016-03-27
11835,Qin Shi Ming Yue: Zhu Zi Bai Jia,TV,Novel,34,22.0,7.35,Sparkly Key Animation Studio,"Action, Historical, Martial Arts, Fantasy",2010-06-10,2018-05-11
883,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,Movie,Manga,1,94.0,7.31,Studio Pierrot,"Action, Comedy",1994-04-09,1994-04-09
21439,Uta no☆Prince-sama♪ Maji Love Revolutions,TV,Visual novel,13,24.0,7.2,A-1 Pictures,"Comedy, Harem, Music, Romance, School, Shoujo",2015-04-05,2015-06-28
1553,Queen Emeraldas,OVA,Manga,4,31.0,6.99,OLM,"Action, Sci-Fi, Adventure, Space",1998-06-05,1999-12-18
76,Mahou Shoujo Lyrical Nanoha,TV,Original,13,25.0,7.49,Seven Arcs,"Action, Comedy, Drama, Magic, Super Power",2004-10-03,2004-12-26
2842,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,Special,Game,1,20.0,6.61,OLM,"Adventure, Fantasy",2006-09-08,2006-09-08
24773,Norasco,ONA,Original,0,2.0,4.89,Kachidoki Studio,"Slice of Life, Comedy",2013-10-11,
10681,Blood-C: The Last Dark,Movie,Original,1,110.0,7.32,Production I.G,"Action, Horror, Supernatural, Vampire",2012-06-02,2012-06-02
9938,Ikoku Meiro no Croisée The Animation,TV,Manga,12,23.0,7.47,Satelight,"Slice of Life, Historical, Seinen",2011-07-04,2011-09-19
1825,Hadashi no Gen 2,Movie,Manga,1,86.0,7.46,Madhouse,"Drama, Historical, Shounen",1986-06-14,1986-06-14
1374,Kyoushoku Soukou Guyver (2005),TV,Manga,26,23.0,7.35,OLM,"Adventure, Sci-Fi, Shounen",2005-08-06,2006-02-18
20973,Sekai Seifuku: Bouryaku no Zvezda,TV,Original,12,24.0,7.15,A-1 Pictures,"Action, Comedy, Fantasy",2014-01-12,2014-03-30
1956,Ikkitousen: Dragon Destiny,TV,Manga,12,24.0,6.91,Arms,"Action, Super Power, Ecchi, Martial Arts, School",2007-02-26,2007-05-14
573,Saber Marionette J,TV,Original,25,25.0,7.42,Studio Junio,"Action, Adventure, Comedy, Drama, Harem, Martial Arts, Mecha, Romance, Sci-Fi, Shounen",1996-10-01,1997-03-25
7705,Starry☆Sky,ONA,Visual novel,26,11.0,6.26,Studio Deen,"Harem, School, Shoujo",2010-12-23,2011-06-16
29893,Aria The Avvenire,Special,Manga,3,21.0,8.09,TYO Animations,"Fantasy, Sci-Fi, Shounen, Slice of Life",2015-09-26,2015-09-26
35009,Berserk Recap,Special,Manga,1,24.0,6.17,"Millepensee, GEMBA","Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",2017-03-03,2017-03-03
33581,Trinity Seven Movie: Eternity Library to Alchemic Girl,Movie,Manga,1,55.0,7.41,Seven Arcs Pictures,"Action, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School, Shounen",2017-02-25,2017-02-25
31812,Kuroshitsuji Movie: Book of the Atlantic,Movie,Manga,1,100.0,8.54,A-1 Pictures,"Action, Comedy, Historical, Demons, Supernatural, Fantasy",2017-01-21,2017-01-21
36524,Dies Irae: Reimei,Special,Visual novel,1,23.0,5.44,A.C.G.T.,"Action, Super Power, Magic",2017-10-07,2017-10-07
65,Rozen Maiden: Träumend,TV,Manga,12,24.0,7.74,Nomad,"Action, Comedy, Drama, Magic, Seinen",2005-10-21,2006-01-27
32251,Mirai e no Kakehashi: Bridge for Future,ONA,Original,6,0.5,5.7,Fukushima Gainax,Slice of Life,2015-10-01,2016-08-01
1747,Freedom,OVA,Original,7,27.0,7.55,Sunrise,"Action, Sci-Fi, Adventure, Space",2006-11-24,2008-05-23
16123,Saki Zenkoku-hen,TV,Manga,13,24.0,7.48,Studio Gokumi,"Game, School, Slice of Life",2014-01-06,2014-04-07
3849,The SoulTaker: Tamashii-gari - Komugi Daisakusen,Special,Original,3,4.0,5.97,Tatsunoko Production,Comedy,,
27945,Gugure! Kokkuri-san Specials,Special,4-koma manga,11,3.0,7.33,TMS Entertainment,"Comedy, Supernatural, Romance, Shounen",2014-12-24,2015-05-27
800,NieA Under 7,TV,Original,13,23.0,6.92,Triangle Staff,"Comedy, Sci-Fi, Slice of Life",2000-04-26,2000-07-19
8017,Soukou Kihei Votoms: Gen-ei Hen,OVA,Original,6,24.0,6.92,Sunrise,"Action, Drama, Mecha, Military, Sci-Fi",2010-03-26,2010-10-27
30813,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Special,Light novel,1,0.5,6.81,Lerche,"Comedy, Romance, School",2015-05-22,2015-05-22
12783,Sora no Otoshimono Final: Eternal My Master,Movie,Manga,1,49.0,6.87,Production IMS,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",2014-04-26,2014-04-26
36848,Aishen Qiaokeli-ing... 2nd Season,ONA,Web manga,15,19.0,7.48,G.CMay Animation &amp; Film,"Harem, Comedy, Romance, School",2017-12-21,2018-04-05
31138,Overlord: Ple Ple Pleiades,Special,Light novel,8,3.0,7.05,Studio PuYUKAI,"Action, Comedy, Magic, Fantasy",2015-09-25,2016-02-24
11561,Sougen no Ko Tenguri,Movie,Original,1,21.0,6.13,Shin-Ei Animation,"Adventure, Historical, Kids, Drama",,
34213,Getsuyoubi no Tawawa,ONA,Other,12,4.0,6.51,Pine Jam,"Slice of Life, Ecchi",2016-10-10,2016-12-26
21939,Mushishi Zoku Shou,TV,Manga,10,24.0,8.77,Artland,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",2014-04-05,2014-06-21
984,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,OVA,Manga,2,30.0,7.02,Toei Animation,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",1993-07-23,1993-07-23
